,Timestamp,Route Identifier,Transportation Mode,Origin Location,Destination Location,Shipment Quantity,Transportation Costs
467,2023-02-08,Route D,Air,City C,City Z,66,883.98
468,2023-02-09,Route A,Rail,City A,City W,98,841.33
469,2023-02-09,Route A,Ship,City C,City Z,53,55.26
470,2023-02-09,Route A,Ship,City B,City X,34,557.78
471,2023-02-09,Route B,Pipeline,City D,City Z,20,204.23
472,2023-02-09,Route B,Ship,City D,City Y,64,555.14
473,2023-02-09,Route B,Air,City C,City W,93,645.28
474,2023-02-09,Route C,Rail,City D,City Y,94,797.03
475,2023-02-09,Route C,Ship,City B,City W,24,917.73
476,2023-02-09,Route C,Pipeline,City A,City X,10,945.74
477,2023-02-09,Route D,Truck,City A,City W,18,844.12
478,2023-02-09,Route D,Ship,City A,City Y,2,226.53
479,2023-02-09,Route D,Rail,City C,City X,80,641.35
480,2023-02-10,Route A,Pipeline,City D,City W,3,16.55
481,2023-02-10,Route A,Pipeline,City D,City X,3,534.12
482,2023-02-10,Route A,Air,City C,City X,65,815.03
483,2023-02-10,Route B,Rail,City B,City X,13,529.14
484,2023-02-10,Route B,Ship,City B,City Z,46,274.65
485,2023-02-10,Route B,Rail,City A,City Z,52,464.41
486,2023-02-10,Route C,Ship,City B,City Z,88,829.78
487,2023-02-10,Route C,Truck,City A,City X,52,385.47
488,2023-02-10,Route C,Pipeline,City D,City X,82,19.36
489,2023-02-10,Route D,Ship,City A,City W,56,648.46
490,2023-02-10,Route D,Air,City A,City X,30,219.3
491,2023-02-10,Route D,Pipeline,City D,City Z,6,924.92
492,2023-02-11,Route A,Air,City A,City Y,41,25.5
493,2023-02-11,Route A,Ship,City B,City W,10,306.28
494,2023-02-11,Route A,Pipeline,City B,City W,87,897.56
495,2023-02-11,Route B,Air,City D,City Y,89,726.92
496,2023-02-11,Route B,Pipeline,City C,City X,13,442.72
497,2023-02-11,Route B,Truck,City C,City W,100,333.11
498,2023-02-11,Route C,Air,City D,City W,30,362.25
499,2023-02-11,Route C,Rail,City D,City Y,88,590.02
500,2023-02-11,Route C,Rail,City A,City Z,32,715.98
501,2023-02-11,Route D,Truck,City C,City Y,49,714.56
502,2023-02-11,Route D,Ship,City D,City Z,47,115.49
503,2023-02-11,Route D,Truck,City C,City W,47,763.73
504,2023-02-12,Route A,Truck,City B,City X,24,436.67
505,2023-02-12,Route A,Pipeline,City D,City X,4,98.72
506,2023-02-12,Route A,Pipeline,City A,City Z,50,22.22
507,2023-02-12,Route B,Rail,City D,City X,93,902.12
508,2023-02-12,Route B,Ship,City B,City W,22,147.45
509,2023-02-12,Route B,Air,City C,City W,19,72.63
510,2023-02-12,Route C,Rail,City C,City W,39,489.39
511,2023-02-12,Route C,Truck,City C,City Z,32,723.69
512,2023-02-12,Route C,Rail,City B,City W,14,144.13
513,2023-02-12,Route D,Truck,City D,City Z,80,386.09
514,2023-02-12,Route D,Air,City D,City Z,56,817.32
515,2023-02-12,Route D,Pipeline,City B,City Z,42,607.18
516,2023-02-13,Route A,Ship,City D,City Z,23,964.93
517,2023-02-13,Route A,Air,City C,City W,74,784.15
518,2023-02-13,Route A,Air,City D,City Z,51,371.37
519,2023-02-13,Route B,Pipeline,City B,City Y,88,769.94
520,2023-02-13,Route B,Truck,City D,City Y,57,799.71
521,2023-02-13,Route B,Truck,City D,City W,18,637.0
522,2023-02-13,Route C,Ship,City C,City Y,92,428.9
523,2023-02-13,Route C,Rail,City A,City W,77,484.44
524,2023-02-13,Route C,Rail,City D,City X,47,704.62
525,2023-02-13,Route D,Pipeline,City A,City X,99,255.75
526,2023-02-13,Route D,Air,City B,City X,73,983.77
527,2023-02-13,Route D,Rail,City C,City W,14,20.44
528,2023-02-14,Route A,Air,City B,City Y,58,380.38
529,2023-02-14,Route A,Rail,City B,City Z,4,487.94
530,2023-02-14,Route A,Air,City D,City X,15,833.0
531,2023-02-14,Route B,Ship,City C,City Z,44,460.78
532,2023-02-14,Route B,Ship,City D,City Z,61,106.65
533,2023-02-14,Route B,Rail,City C,City X,39,54.24
534,2023-02-14,Route C,Truck,City A,City Z,83,118.27
535,2023-02-14,Route C,Ship,City B,City Y,71,168.53
536,2023-02-14,Route C,Pipeline,City D,City W,30,799.78
537,2023-02-14,Route D,Ship,City B,City W,51,38.9
538,2023-02-14,Route D,Pipeline,City B,City W,76,435.26
539,2023-02-14,Route D,Truck,City B,City Y,36,754.8
540,2023-02-15,Route A,Truck,City A,City Y,47,332.73
541,2023-02-15,Route A,Rail,City A,City Z,86,864.01
542,2023-02-15,Route A,Pipeline,City C,City W,79,398.62
543,2023-02-15,Route B,Truck,City C,City Z,59,621.19
544,2023-02-15,Route B,Air,City A,City Y,41,126.68
545,2023-02-15,Route B,Air,City A,City Y,48,696.5
546,2023-02-15,Route C,Pipeline,City D,City W,77,146.49
547,2023-02-15,Route C,Rail,City D,City Y,63,639.15
548,2023-02-15,Route C,Ship,City B,City W,37,148.89
549,2023-02-15,Route D,Air,City D,City X,46,952.32
550,2023-02-15,Route D,Rail,City B,City Y,50,964.19
551,2023-02-15,Route D,Pipeline,City D,City W,88,496.81
552,2023-02-16,Route A,Rail,City D,City Y,11,569.74
553,2023-02-16,Route A,Ship,City C,City X,36,232.59
554,2023-02-16,Route A,Air,City B,City W,73,745.09
555,2023-02-16,Route B,Rail,City A,City X,35,777.36
556,2023-02-16,Route B,Air,City A,City W,70,226.36
557,2023-02-16,Route B,Rail,City A,City Y,39,876.06
558,2023-02-16,Route C,Truck,City D,City Z,45,863.58
559,2023-02-16,Route C,Truck,City D,City X,100,813.77
560,2023-02-16,Route C,Ship,City C,City W,22,619.99
561,2023-02-16,Route D,Ship,City B,City X,73,357.31
562,2023-02-16,Route D,Air,City B,City Z,91,299.71
563,2023-02-16,Route D,Pipeline,City C,City X,18,963.14
564,2023-02-17,Route A,Rail,City A,City Z,84,135.62
565,2023-02-17,Route A,Ship,City B,City Y,92,328.88
566,2023-02-17,Route A,Ship,City D,City W,19,581.65
567,2023-02-17,Route B,Air,City D,City W,58,84.76
568,2023-02-17,Route B,Truck,City D,City Z,89,936.97
569,2023-02-17,Route B,Air,City D,City W,42,586.14
570,2023-02-17,Route C,Truck,City D,City Z,9,797.72
571,2023-02-17,Route C,Rail,City B,City W,28,499.77
572,2023-02-17,Route C,Air,City C,City Z,71,582.15
573,2023-02-17,Route D,Pipeline,City D,City Z,88,764.63
574,2023-02-17,Route D,Truck,City A,City W,3,132.99
575,2023-02-17,Route D,Ship,City D,City W,1,991.92
576,2023-02-18,Route A,Rail,City B,City Y,84,308.85
577,2023-02-18,Route A,Air,City A,City Z,33,91.6
578,2023-02-18,Route A,Ship,City A,City W,81,312.45
579,2023-02-18,Route B,Ship,City D,City X,91,104.23
580,2023-02-18,Route B,Ship,City D,City X,17,597.74
581,2023-02-18,Route B,Pipeline,City D,City X,2,698.64
582,2023-02-18,Route C,Truck,City D,City Y,62,80.12
583,2023-02-18,Route C,Rail,City A,City X,14,320.22
584,2023-02-18,Route C,Air,City B,City W,100,815.23
585,2023-02-18,Route D,Ship,City B,City X,68,567.66
586,2023-02-18,Route D,Pipeline,City B,City W,45,725.21
587,2023-02-18,Route D,Ship,City D,City W,28,95.82
588,2023-02-19,Route A,Truck,City B,City X,76,732.71
589,2023-02-19,Route A,Air,City D,City Z,18,255.31
590,2023-02-19,Route A,Truck,City B,City Z,100,941.87
591,2023-02-19,Route B,Truck,City C,City Y,67,610.86
592,2023-02-19,Route B,Ship,City D,City Z,83,64.02
593,2023-02-19,Route B,Ship,City D,City W,15,248.67
594,2023-02-19,Route C,Pipeline,City A,City X,47,934.59
595,2023-02-19,Route C,Ship,City D,City W,47,550.89
596,2023-02-19,Route C,Ship,City D,City X,3,591.49
597,2023-02-19,Route D,Truck,City C,City Y,6,923.35
598,2023-02-19,Route D,Rail,City C,City W,55,704.79
599,2023-02-19,Route D,Truck,City B,City Z,11,316.81
600,2023-02-20,Route A,Pipeline,City B,City Y,69,333.48
601,2023-02-20,Route A,Pipeline,City A,City Z,90,443.11
602,2023-02-20,Route A,Ship,City A,City Y,12,925.38
603,2023-02-20,Route B,Truck,City D,City X,40,669.42
604,2023-02-20,Route B,Ship,City A,City X,91,145.84
605,2023-02-20,Route B,Truck,City B,City W,45,527.78
606,2023-02-20,Route C,Air,City B,City Z,17,752.28
607,2023-02-20,Route C,Air,City A,City X,43,809.04
608,2023-02-20,Route C,Air,City A,City Z,92,975.3
609,2023-02-20,Route D,Truck,City D,City W,66,366.52
610,2023-02-20,Route D,Rail,City B,City Z,21,262.56
611,2023-02-20,Route D,Truck,City A,City Y,95,513.74
612,2023-02-21,Route A,Truck,City A,City Y,6,477.05
613,2023-02-21,Route A,Rail,City B,City Y,5,557.34
614,2023-02-21,Route A,Rail,City B,City Z,32,422.09
615,2023-02-21,Route B,Air,City C,City X,74,379.08
616,2023-02-21,Route B,Pipeline,City A,City Y,29,806.29
617,2023-02-21,Route B,Truck,City D,City X,60,867.37
618,2023-02-21,Route C,Air,City C,City X,71,462.18
619,2023-02-21,Route C,Air,City B,City Z,73,786.66
620,2023-02-21,Route C,Pipeline,City B,City W,48,595.77
621,2023-02-21,Route D,Rail,City B,City Y,20,16.31
622,2023-02-21,Route D,Rail,City A,City Y,70,352.96
623,2023-02-21,Route D,Truck,City C,City X,98,660.73
624,2023-02-22,Route A,Air,City A,City Y,68,983.28
625,2023-02-22,Route A,Rail,City D,City X,19,714.54
626,2023-02-22,Route A,Truck,City A,City Y,67,418.93
627,2023-02-22,Route B,Air,City D,City X,75,104.62
628,2023-02-22,Route B,Ship,City D,City X,76,572.14
629,2023-02-22,Route B,Rail,City B,City Y,38,268.38
630,2023-02-22,Route C,Air,City D,City Z,41,458.23
631,2023-02-22,Route C,Ship,City A,City Y,18,782.14
632,2023-02-22,Route C,Pipeline,City A,City Y,14,172.73
633,2023-02-22,Route D,Rail,City C,City W,16,540.57
634,2023-02-22,Route D,Ship,City D,City Z,60,272.36
635,2023-02-22,Route D,Truck,City A,City Y,88,311.17
636,2023-02-23,Route A,Pipeline,City A,City Y,42,156.84
637,2023-02-23,Route A,Ship,City C,City W,66,58.46
638,2023-02-23,Route A,Air,City C,City Y,4,952.58
639,2023-02-23,Route B,Rail,City B,City X,60,110.89
640,2023-02-23,Route B,Ship,City A,City X,8,832.07
641,2023-02-23,Route B,Ship,City B,City Y,52,378.52
642,2023-02-23,Route C,Truck,City C,City X,3,997.19
643,2023-02-23,Route C,Ship,City D,City Y,12,906.03
644,2023-02-23,Route C,Air,City A,City X,60,60.13
645,2023-02-23,Route D,Pipeline,City D,City W,64,39.19
646,2023-02-23,Route D,Rail,City B,City Z,28,909.22
647,2023-02-23,Route D,Air,City C,City W,20,44.3
648,2023-02-24,Route A,Pipeline,City B,City Z,64,417.87
649,2023-02-24,Route A,Pipeline,City D,City X,12,286.98
650,2023-02-24,Route A,Ship,City D,City Y,83,885.81
651,2023-02-24,Route B,Pipeline,City B,City X,49,784.1
652,2023-02-24,Route B,Air,City D,City W,45,913.55
653,2023-02-24,Route B,Pipeline,City C,City W,35,188.02
654,2023-02-24,Route C,Air,City B,City X,100,288.12
655,2023-02-24,Route C,Rail,City C,City Y,21,109.13
656,2023-02-24,Route C,Ship,City C,City X,98,996.43
657,2023-02-24,Route D,Ship,City D,City Z,23,184.34
658,2023-02-24,Route D,Pipeline,City C,City Z,76,37.92
659,2023-02-24,Route D,Air,City B,City Y,64,546.7
660,2023-02-25,Route A,Ship,City D,City X,12,65.61
661,2023-02-25,Route A,Pipeline,City B,City X,68,483.21
662,2023-02-25,Route A,Air,City B,City Y,44,719.77
663,2023-02-25,Route B,Air,City A,City X,19,590.74
664,2023-02-25,Route B,Ship,City A,City Z,10,379.85
665,2023-02-25,Route B,Rail,City A,City Z,39,329.38
666,2023-02-25,Route C,Ship,City D,City W,84,324.11
667,2023-02-25,Route C,Pipeline,City C,City Y,86,593.06
668,2023-02-25,Route C,Ship,City D,City Z,94,691.61
669,2023-02-25,Route D,Ship,City B,City X,90,949.21
670,2023-02-25,Route D,Rail,City A,City Y,78,325.03
671,2023-02-25,Route D,Pipeline,City B,City X,64,149.24
672,2023-02-26,Route A,Truck,City B,City Z,41,176.21
673,2023-02-26,Route A,Truck,City C,City W,2,272.56
674,2023-02-26,Route A,Ship,City A,City Z,33,789.15
675,2023-02-26,Route B,Truck,City A,City W,57,735.26
676,2023-02-26,Route B,Ship,City D,City W,49,357.72
677,2023-02-26,Route B,Rail,City A,City W,74,654.46
678,2023-02-26,Route C,Ship,City B,City W,10,801.2
679,2023-02-26,Route C,Truck,City C,City X,41,268.52
680,2023-02-26,Route C,Truck,City A,City Z,22,889.05
681,2023-02-26,Route D,Ship,City A,City X,44,598.09
682,2023-02-26,Route D,Pipeline,City D,City X,56,943.02
683,2023-02-26,Route D,Ship,City D,City Y,7,110.25
684,2023-02-27,Route A,Ship,City B,City W,90,558.57
685,2023-02-27,Route A,Pipeline,City C,City Z,39,245.17
686,2023-02-27,Route A,Truck,City D,City W,20,63.96
687,2023-02-27,Route B,Truck,City D,City X,38,825.66
688,2023-02-27,Route B,Pipeline,City D,City Y,13,35.48
689,2023-02-27,Route B,Ship,City C,City X,61,845.33
690,2023-02-27,Route C,Air,City D,City W,63,895.93
691,2023-02-27,Route C,Air,City A,City W,24,377.31
692,2023-02-27,Route C,Rail,City C,City Y,58,54.17
693,2023-02-27,Route D,Rail,City D,City Z,29,838.71
694,2023-02-27,Route D,Pipeline,City A,City Y,97,699.51
695,2023-02-27,Route D,Truck,City A,City Z,70,419.85
696,2023-02-28,Route A,Pipeline,City B,City X,50,820.22
697,2023-02-28,Route A,Rail,City D,City Y,61,305.86
698,2023-02-28,Route A,Rail,City A,City Y,16,949.76
699,2023-02-28,Route B,Rail,City B,City Y,28,810.38
700,2023-02-28,Route B,Ship,City A,City W,11,988.4
701,2023-02-28,Route B,Rail,City B,City Y,77,265.31
702,2023-02-28,Route C,Truck,City A,City W,72,403.38
703,2023-02-28,Route C,Air,City C,City W,2,788.69
704,2023-02-28,Route C,Pipeline,City D,City X,54,158.15
705,2023-02-28,Route D,Pipeline,City A,City X,73,781.75
706,2023-02-28,Route D,Air,City C,City W,34,389.21
707,2023-02-28,Route D,Rail,City D,City X,23,282.66
708,2023-03-01,Route A,Ship,City D,City X,51,890.68
709,2023-03-01,Route A,Air,City B,City X,96,480.47
710,2023-03-01,Route A,Air,City C,City X,44,819.21
711,2023-03-01,Route B,Air,City C,City Z,63,859.65
712,2023-03-01,Route B,Truck,City B,City Y,39,974.48
713,2023-03-01,Route B,Rail,City C,City Z,94,422.61
714,2023-03-01,Route C,Truck,City B,City W,28,914.3
715,2023-03-01,Route C,Rail,City D,City Z,8,520.12
716,2023-03-01,Route C,Ship,City A,City Z,91,511.73
717,2023-03-01,Route D,Ship,City A,City Y,25,876.43
718,2023-03-01,Route D,Ship,City A,City Y,5,461.88
719,2023-03-01,Route D,Air,City B,City Z,48,825.27
720,2023-03-02,Route A,Pipeline,City D,City X,88,40.26
721,2023-03-02,Route A,Air,City D,City W,23,960.92
722,2023-03-02,Route A,Rail,City C,City Z,21,839.28
723,2023-03-02,Route B,Air,City A,City Z,4,392.7
724,2023-03-02,Route B,Ship,City B,City Y,83,232.86
725,2023-03-02,Route B,Ship,City C,City W,66,29.85
726,2023-03-02,Route C,Truck,City D,City Y,83,181.47
727,2023-03-02,Route C,Truck,City B,City Z,78,807.03
728,2023-03-02,Route C,Air,City C,City W,49,853.07
729,2023-03-02,Route D,Rail,City C,City Y,60,309.12
730,2023-03-02,Route D,Pipeline,City D,City X,1,516.4
731,2023-03-02,Route D,Air,City C,City Z,88,117.02
732,2023-03-03,Route A,Truck,City C,City Z,82,331.89
733,2023-03-03,Route A,Air,City C,City Z,25,158.43
734,2023-03-03,Route A,Ship,City A,City W,85,326.39
735,2023-03-03,Route B,Ship,City A,City W,38,266.83
736,2023-03-03,Route B,Rail,City D,City W,95,44.97
737,2023-03-03,Route B,Pipeline,City B,City Z,93,716.24
738,2023-03-03,Route C,Pipeline,City D,City Z,65,307.19
739,2023-03-03,Route C,Ship,City B,City Z,13,476.07
740,2023-03-03,Route C,Air,City B,City Z,84,98.41
741,2023-03-03,Route D,Air,City B,City Z,54,790.21
742,2023-03-03,Route D,Air,City C,City Z,75,301.11
743,2023-03-03,Route D,Truck,City D,City X,82,587.74
744,2023-03-04,Route A,Pipeline,City A,City W,25,505.47
745,2023-03-04,Route A,Rail,City C,City W,7,872.14
746,2023-03-04,Route A,Ship,City B,City Y,44,415.1
747,2023-03-04,Route B,Pipeline,City D,City Y,41,863.77
748,2023-03-04,Route B,Ship,City A,City W,43,634.72
749,2023-03-04,Route B,Ship,City C,City X,1,457.53
750,2023-03-04,Route C,Ship,City B,City Y,63,787.36
751,2023-03-04,Route C,Truck,City B,City W,82,435.12
752,2023-03-04,Route C,Rail,City D,City W,1,47.35
753,2023-03-04,Route D,Ship,City C,City X,42,759.28
754,2023-03-04,Route D,Pipeline,City B,City X,87,14.08
755,2023-03-04,Route D,Ship,City B,City Z,40,137.64
756,2023-03-05,Route A,Rail,City C,City Y,9,825.61
757,2023-03-05,Route A,Air,City C,City W,94,525.09
758,2023-03-05,Route A,Pipeline,City C,City W,88,995.52
759,2023-03-05,Route B,Air,City D,City Z,97,196.54
760,2023-03-05,Route B,Rail,City A,City Y,29,729.9
761,2023-03-05,Route B,Ship,City B,City X,76,509.59
762,2023-03-05,Route C,Truck,City C,City X,49,877.78
763,2023-03-05,Route C,Air,City A,City X,85,117.03
764,2023-03-05,Route C,Truck,City A,City X,54,449.87
765,2023-03-05,Route D,Truck,City C,City W,90,161.6
766,2023-03-05,Route D,Truck,City C,City W,85,109.97
767,2023-03-05,Route D,Pipeline,City C,City Y,54,832.35
768,2023-03-06,Route A,Truck,City A,City Z,15,786.91
769,2023-03-06,Route A,Rail,City B,City Y,100,270.36
770,2023-03-06,Route A,Pipeline,City B,City Z,91,415.66
771,2023-03-06,Route B,Ship,City A,City W,27,691.32
772,2023-03-06,Route B,Rail,City C,City Y,1,22.62
773,2023-03-06,Route B,Truck,City A,City W,20,949.95
774,2023-03-06,Route C,Pipeline,City A,City X,33,647.89
775,2023-03-06,Route C,Rail,City C,City Z,60,59.58
776,2023-03-06,Route C,Ship,City A,City Z,47,803.58
777,2023-03-06,Route D,Air,City D,City X,13,852.73
778,2023-03-06,Route D,Truck,City A,City Y,85,650.73
779,2023-03-06,Route D,Air,City C,City W,80,275.63
780,2023-03-07,Route A,Truck,City C,City Z,24,122.69
781,2023-03-07,Route A,Rail,City D,City Z,50,693.0
782,2023-03-07,Route A,Rail,City D,City Y,15,141.19
783,2023-03-07,Route B,Truck,City B,City X,54,912.11
784,2023-03-07,Route B,Rail,City D,City Y,79,385.95
785,2023-03-07,Route B,Air,City A,City Y,62,921.19
786,2023-03-07,Route C,Truck,City D,City W,6,72.7
787,2023-03-07,Route C,Air,City A,City Y,86,874.41
788,2023-03-07,Route C,Pipeline,City A,City W,85,729.39
789,2023-03-07,Route D,Rail,City C,City W,20,840.64
790,2023-03-07,Route D,Pipeline,City A,City X,83,935.03
791,2023-03-07,Route D,Pipeline,City D,City W,22,84.12
792,2023-03-08,Route A,Rail,City C,City Y,43,970.44
793,2023-03-08,Route A,Truck,City B,City W,52,818.93
794,2023-03-08,Route A,Truck,City D,City W,74,453.62
795,2023-03-08,Route B,Rail,City D,City Z,16,980.86
796,2023-03-08,Route B,Truck,City A,City W,53,45.47
797,2023-03-08,Route B,Pipeline,City A,City X,78,963.54
798,2023-03-08,Route C,Air,City B,City W,44,369.71
799,2023-03-08,Route C,Truck,City B,City W,43,564.55
800,2023-03-08,Route C,Pipeline,City D,City Z,92,458.01
801,2023-03-08,Route D,Truck,City B,City X,44,361.59
802,2023-03-08,Route D,Air,City C,City X,6,897.91
803,2023-03-08,Route D,Rail,City B,City W,14,261.75
804,2023-03-09,Route A,Ship,City B,City X,51,223.43
805,2023-03-09,Route A,Ship,City C,City X,97,420.33
806,2023-03-09,Route A,Pipeline,City A,City W,59,661.87
807,2023-03-09,Route B,Pipeline,City B,City W,1,535.06
808,2023-03-09,Route B,Truck,City D,City W,66,783.27
809,2023-03-09,Route B,Ship,City B,City Y,14,393.53
810,2023-03-09,Route C,Pipeline,City C,City W,54,979.71
811,2023-03-09,Route C,Ship,City C,City W,44,970.79
812,2023-03-09,Route C,Rail,City B,City Y,53,606.5
813,2023-03-09,Route D,Pipeline,City C,City Z,92,739.45
814,2023-03-09,Route D,Pipeline,City B,City Y,27,627.93
815,2023-03-09,Route D,Air,City C,City Y,91,653.59
816,2023-03-10,Route A,Ship,City C,City X,98,358.72
817,2023-03-10,Route A,Rail,City D,City Z,55,810.22
818,2023-03-10,Route A,Pipeline,City A,City X,49,153.87
819,2023-03-10,Route B,Truck,City B,City Z,97,787.68
820,2023-03-10,Route B,Air,City C,City Y,8,693.69
821,2023-03-10,Route B,Air,City B,City X,46,815.89
822,2023-03-10,Route C,Truck,City B,City W,31,515.81
823,2023-03-10,Route C,Air,City A,City W,50,422.4
824,2023-03-10,Route C,Air,City A,City X,96,258.83
825,2023-03-10,Route D,Pipeline,City D,City Y,82,707.58
826,2023-03-10,Route D,Air,City B,City Y,38,454.33
827,2023-03-10,Route D,Truck,City B,City Y,95,518.71
828,2023-03-11,Route A,Rail,City A,City W,36,561.03
829,2023-03-11,Route A,Ship,City B,City Z,1,337.26
830,2023-03-11,Route A,Ship,City A,City Y,42,600.91
831,2023-03-11,Route B,Pipeline,City C,City W,74,554.66
832,2023-03-11,Route B,Truck,City C,City Y,24,525.4
833,2023-03-11,Route B,Pipeline,City B,City W,70,541.67
834,2023-03-11,Route C,Truck,City C,City Y,28,666.7
835,2023-03-11,Route C,Air,City C,City Z,28,950.81
836,2023-03-11,Route C,Pipeline,City D,City X,15,672.25
837,2023-03-11,Route D,Rail,City B,City Y,6,685.73
838,2023-03-11,Route D,Air,City D,City X,50,264.02
839,2023-03-11,Route D,Air,City A,City Z,66,804.79
